opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,touches_in_opposition_box,team,opp_ranking,opp_possession,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Denmark,2022-11-22T13:00:00.000Z,Education City Stadium,César Arturo Ramos Palazuelos,"42,925",FIFA World Cup Round 1,41,39.0,0.92,13,1,1.0,1.0,280,75.0,10,9,5.0,7.0,0.0,8.0,5.0,0.56,0.35,0.92,0.93,374,197.0,83.0,20.0,34.0,4.0,31.0,24.0,1,1.0,0.0,16.0,67.0,8.0,3.0,37.0,5.0,53.0,40.0,65.0,13.0,39.0,7.0,70.0,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,2022-11-22T13:00:00.000Z,Education City Stadium,César Arturo Ramos Palazuelos,"42,925",FIFA World Cup Round 1,21,61.0,1.6,11,5,1.0,1.0,501,84.0,9,11,3.0,3.0,1.0,7.0,4.0,0.33,1.27,1.6,0.88,595,277.0,224.0,35.0,52.0,8.0,32.0,24.0,1,2.0,0.0,6.0,50.0,11.0,7.0,11.0,1.0,42.0,22.0,35.0,20.0,61.0,1.0,8.0,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2022-11-22T16:00:00.000Z,Ras Abu Aboud Stadium,Chris Beath,"39,369",FIFA World Cup Round 1,28,39.0,0.94,6,2,1.0,1.0,228,71.0,15,5,3.0,1.0,0.0,5.0,1.0,0.06,0.09,0.15,1.28,322,115.0,113.0,30.0,42.0,3.0,20.0,23.0,0,1.0,0.0,6.0,35.0,8.0,3.0,23.0,4.0,55.0,37.0,49.0,18.0,53.0,7.0,47.0,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2022-11-22T16:00:00.000Z,Ras Abu Aboud Stadium,Chris Beath,"39,369",FIFA World Cup Round 1,14,61.0,0.72,11,4,1.0,1.0,407,84.0,14,6,4.0,3.0,0.0,7.0,4.0,0.53,0.19,0.72,0.41,487,219.0,188.0,25.0,48.0,7.0,21.0,21.0,3,2.0,0.0,9.0,56.0,5.0,1.0,17.0,2.0,55.0,39.0,51.0,16.0,47.0,9.0,60.0,1763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-11-22T19:00:00.000Z,Al Janoub Stadium,Victor Miguel de Freitas Gomes,"40,875",FIFA World Cup Round 1,24,38.0,0.52,4,1,1.0,0.0,368,84.0,11,1,3.0,0.0,1.0,2.0,2.0,0.52,0.0,0.52,0.84,440,263.0,105.0,20.0,40.0,1.0,17.0,21.0,0,3.0,0.0,7.0,54.0,9.0,7.0,22.0,2.0,29.0,21.0,35.0,8.0,33.0,3.0,33.0,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2022-11-22T19:00:00.000Z,Al Janoub Stadium,Victor Miguel de Freitas Gomes,"40,875",FIFA World Cup Round 1,2,62.0,4.21,23,7,8.0,4.0,646,89.0,5,8,10.0,6.0,0.0,19.0,4.0,3.45,0.75,4.21,3.04,723,274.0,372.0,30.0,65.0,14.0,52.0,17.0,0,0.0,0.0,14.0,70.0,12.0,0.0,6.0,0.0,55.0,39.0,65.0,16.0,67.0,8.0,50.0,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2022-11-23T10:00:00.000Z,Al Bayt Stadium,Fernando Andrés Rapallini,"59,407",FIFA World Cup Round 1,13,35.0,0.37,8,2,0.0,0.0,273,78.0,16,0,0.0,6.0,0.0,3.0,5.0,0.27,0.09,0.37,0.28,348,173.0,100.0,16.0,40.0,1.0,13.0,22.0,0,1.0,0.0,10.0,48.0,13.0,2.0,20.0,1.0,48.0,34.0,48.0,14.0,54.0,2.0,20.0,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2022-11-23T10:00:00.000Z,Al Bayt Stadium,Fernando Andrés Rapallini,"59,407",FIFA World Cup Round 1,10,65.0,0.52,5,2,1.0,1.0,551,86.0,11,5,2.0,1.0,0.0,3.0,2.0,0.27,0.25,0.52,0.63,642,343.0,208.0,25.0,58.0,4.0,22.0,27.0,1,0.0,0.0,10.0,59.0,10.0,6.0,10.0,2.0,49.0,37.0,52.0,12.0,46.0,5.0,36.0,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2022-11-23T16:00:00.000Z,Al Thumama Stadium,Mohamed Abdulla Hassan Mohd,"40,013",FIFA World Cup Round 1,52,18.0,0.0,0,0,0.0,0.0,165,72.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,107.0,58.0,20.0,43.0,1.0,25.0,13.0,7,2.0,0.0,15.0,71.0,14.0,2.0,17.0,1.0,43.0,30.0,51.0,13.0,59.0,2.0,67.0,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-23T16:00:00.000Z,Al Thumama Stadium,Mohamed Abdulla Hassan Mohd,"40,013",FIFA World Cup Round 1,8,82.0,3.53,17,8,5.0,1.0,978,94.0,8,5,7.0,2.0,0.0,13.0,4.0,2.7,0.04,2.74,4.14,"1,045",465.0,513.0,35.0,76.0,2.0,13.0,24.0,3,0.0,0.0,7.0,50.0,4.0,0.0,4.0,0.0,38.0,29.0,49.0,9.0,41.0,4.0,24.0,1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2022-11-23T19:00:00.000Z,Ahmed bin Ali Stadium,Janny Sikazwe,"40,432",FIFA World Cup Round 1,49,46.0,2.63,22,3,3.0,3.0,353,82.0,14,4,11.0,8.0,0.0,18.0,4.0,1.64,0.21,1.85,1.25,429,169.0,184.0,21.0,43.0,7.0,37.0,28.0,1,2.0,0.0,4.0,31.0,5.0,3.0,3.0,2.0,35.0,28.0,42.0,7.0,47.0,5.0,31.0,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2022-11-23T19:00:00.000Z,Ahmed bin Ali Stadium,Janny Sikazwe,"40,432",FIFA World Cup Round 1,3,54.0,0.77,9,3,1.0,0.0,432,83.0,11,4,3.0,3.0,0.0,6.0,3.0,0.63,0.14,0.77,0.8,520,324.0,108.0,25.0,42.0,4.0,57.0,16.0,0,3.0,0.0,9.0,47.0,3.0,7.0,27.0,3.0,47.0,39.0,58.0,8.0,53.0,6.0,60.0,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,2022-11-24T10:00:00.000Z,Al Janoub Stadium,Facundo Raúl Tello Figueroa,"39,089",FIFA World Cup Round 1,19,51.0,1.44,7,3,3.0,2.0,432,84.0,12,11,3.0,1.0,0.0,5.0,2.0,1.02,0.42,1.44,0.94,514,229.0,203.0,24.0,55.0,3.0,15.0,16.0,2,2.0,0.0,5.0,33.0,3.0,1.0,20.0,5.0,39.0,25.0,46.0,14.0,54.0,0.0,0.0,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2022-11-24T10:00:00.000Z,Al Janoub Stadium,Facundo Raúl Tello Figueroa,"39,089",FIFA World Cup Round 1,51,49.0,0.74,8,5,1.0,1.0,420,85.0,10,5,2.0,1.0,0.0,7.0,1.0,0.51,0.23,0.74,0.74,494,233.0,187.0,26.0,46.0,5.0,22.0,12.0,2,1.0,0.0,6.0,50.0,11.0,1.0,16.0,2.0,41.0,29.0,54.0,12.0,46.0,6.0,43.0,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,2022-11-24T16:00:00.000Z,Ras Abu Aboud Stadium,Ismail Elfath,"42,662",FIFA World Cup Round 1,6,62.0,2.0,11,5,5.0,2.0,551,89.0,14,3,3.0,3.0,0.0,7.0,4.0,1.01,0.21,1.22,2.99,622,271.0,280.0,32.0,67.0,5.0,25.0,9.0,1,2.0,0.0,13.0,81.0,5.0,1.0,15.0,1.0,56.0,37.0,52.0,19.0,70.0,2.0,29.0,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2022-11-24T16:00:00.000Z,Ras Abu Aboud Stadium,Ismail Elfath,"42,662",FIFA World Cup Round 1,68,38.0,0.93,9,3,2.0,0.0,315,81.0,19,3,5.0,1.0,0.0,3.0,6.0,0.92,0.01,0.93,1.63,387,206.0,109.0,20.0,47.0,1.0,9.0,11.0,1,4.0,0.0,7.0,50.0,6.0,3.0,17.0,2.0,42.0,34.0,48.0,8.0,30.0,7.0,64.0,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,2022-11-24T19:00:00.000Z,Lusail Iconic Stadium,Alireza Faghani,"88,103",FIFA World Cup Round 1,5,59.0,2.43,23,9,2.0,1.0,504,87.0,7,6,9.0,5.0,2.0,11.0,12.0,2.25,0.18,2.43,1.97,581,205.0,299.0,13.0,38.0,2.0,12.0,24.0,1,0.0,0.0,10.0,59.0,2.0,2.0,16.0,0.0,42.0,33.0,51.0,9.0,45.0,5.0,26.0,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2022-11-24T19:00:00.000Z,Lusail Iconic Stadium,Alireza Faghani,"88,103",FIFA World Cup Round 1,33,41.0,0.18,5,0,0.0,0.0,326,80.0,12,4,3.0,2.0,0.0,2.0,3.0,0.07,0.11,0.18,0.0,406,193.0,133.0,26.0,47.0,2.0,15.0,15.0,0,3.0,0.0,11.0,46.0,11.0,5.0,22.0,7.0,43.0,32.0,49.0,11.0,55.0,2.0,22.0,1771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iran,2022-11-25T10:00:00.000Z,Ahmed bin Ali Stadium,Mario Alberto Escobar Toca,"40,875",FIFA World Cup Round 2,29,62.0,0.89,10,3,1.0,1.0,390,78.0,9,2,5.0,2.0,0.0,6.0,4.0,0.89,0.0,0.89,0.65,501,216.0,174.0,39.0,53.0,4.0,20.0,30.0,2,1.0,1.0,7.0,70.0,6.0,9.0,32.0,4.0,47.0,26.0,44.0,21.0,58.0,6.0,50.0,1772,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,2022-11-25T10:00:00.000Z,Ahmed bin Ali Stadium,Mario Alberto Escobar Toca,"40,875",FIFA World Cup Round 2,20,38.0,1.47,21,6,2.0,1.0,197,66.0,10,7,6.0,9.0,2.0,7.0,14.0,1.3,0.17,1.47,1.5,298,99.0,98.0,22.0,32.0,3.0,13.0,18.0,2,2.0,0.0,9.0,47.0,14.0,1.0,21.0,3.0,48.0,33.0,56.0,15.0,42.0,5.0,45.0,1772,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,2022-11-25T13:00:00.000Z,Al Thumama Stadium,Antonio Miguel Mateu Lahoz,"41,797",FIFA World Cup Round 2,34,45.0,0.96,10,3,1.0,1.0,329,81.0,7,6,5.0,2.0,0.0,5.0,5.0,0.76,0.19,0.96,1.18,406,216.0,113.0,32.0,52.0,6.0,30.0,20.0,4,3.0,0.0,8.0,44.0,10.0,2.0,18.0,2.0,45.0,32.0,58.0,13.0,45.0,2.0,33.0,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,2022-11-25T13:00:00.000Z,Al Thumama Stadium,Antonio Miguel Mateu Lahoz,"41,797",FIFA World Cup Round 2,17,55.0,0.75,13,5,2.0,0.0,432,86.0,12,6,6.0,2.0,0.0,10.0,3.0,0.6,0.15,0.75,1.44,502,206.0,226.0,33.0,57.0,5.0,28.0,22.0,3,3.0,0.0,6.0,75.0,5.0,1.0,17.0,2.0,39.0,23.0,42.0,16.0,55.0,10.0,63.0,1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,2022-11-25T16:00:00.000Z,Khalifa International Stadium,Mustapha Ghorbal,"44,833",FIFA World Cup Round 2,31,46.0,1.68,15,4,1.0,0.0,328,79.0,12,5,4.0,7.0,1.0,10.0,5.0,1.5,0.18,1.68,1.24,413,210.0,118.0,19.0,35.0,6.0,27.0,29.0,4,1.0,0.0,10.0,63.0,9.0,0.0,15.0,0.0,47.0,31.0,44.0,16.0,46.0,1.0,9.0,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2022-11-25T16:00:00.000Z,Khalifa International Stadium,Mustapha Ghorbal,"44,833",FIFA World Cup Round 2,7,54.0,0.1,2,1,0.0,0.0,418,83.0,15,2,1.0,0.0,0.0,0.0,2.0,0.1,0.0,0.1,0.2,506,266.0,152.0,20.0,44.0,0.0,0.0,21.0,1,0.0,0.0,15.0,60.0,9.0,5.0,20.0,3.0,58.0,39.0,56.0,19.0,54.0,4.0,67.0,1774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,2022-11-25T19:00:00.000Z,Al Bayt Stadium,Jesús Valenzuela Sáez,"68,463",FIFA World Cup Round 2,4,56.0,0.77,8,3,1.0,1.0,472,87.0,9,3,4.0,1.0,0.0,6.0,2.0,0.49,0.28,0.77,0.35,541,270.0,202.0,35.0,71.0,3.0,21.0,18.0,1,0.0,0.0,6.0,67.0,9.0,4.0,19.0,1.0,39.0,28.0,52.0,11.0,52.0,5.0,50.0,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,2022-11-25T19:00:00.000Z,Al Bayt Stadium,Jesús Valenzuela Sáez,"68,463",FIFA World Cup Round 2,11,44.0,0.63,10,1,1.0,1.0,352,84.0,15,7,5.0,4.0,1.0,6.0,4.0,0.63,0.0,0.63,0.05,421,209.0,143.0,19.0,40.0,3.0,19.0,16.0,0,0.0,0.0,7.0,58.0,3.0,1.0,15.0,3.0,36.0,26.0,48.0,10.0,48.0,5.0,71.0,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,2022-11-26T10:00:00.000Z,Al Janoub Stadium,Daniel Siebert,"41,823",FIFA World Cup Round 2,41,58.0,0.94,14,4,1.0,1.0,378,76.0,16,5,4.0,6.0,0.0,9.0,5.0,0.8,0.14,0.94,0.34,497,198.0,180.0,32.0,40.0,2.0,8.0,40.0,3,3.0,0.0,4.0,22.0,8.0,2.0,22.0,1.0,66.0,40.0,55.0,26.0,51.0,9.0,50.0,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,2022-11-26T10:00:00.000Z,Al Janoub Stadium,Daniel Siebert,"41,823",FIFA World Cup Round 2,24,42.0,0.61,9,2,1.0,1.0,239,68.0,15,2,5.0,2.0,0.0,6.0,3.0,0.36,0.26,0.61,0.41,351,109.0,130.0,23.0,35.0,4.0,19.0,22.0,0,0.0,0.0,12.0,63.0,11.0,6.0,37.0,4.0,58.0,33.0,45.0,25.0,49.0,2.0,20.0,1776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,2022-11-26T13:00:00.000Z,Education City Stadium,Wilton Pereira Sampaio,"44,259",FIFA World Cup Round 2,28,36.0,1.56,9,3,5.0,3.0,228,77.0,18,4,4.0,2.0,2.0,9.0,0.0,1.51,0.05,1.56,1.33,297,120.0,108.0,29.0,44.0,6.0,38.0,21.0,0,3.0,0.0,6.0,46.0,9.0,3.0,27.0,5.0,46.0,31.0,46.0,15.0,43.0,4.0,44.0,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,2022-11-26T13:00:00.000Z,Education City Stadium,Wilton Pereira Sampaio,"44,259",FIFA World Cup Round 2,53,64.0,1.73,16,5,3.0,3.0,456,85.0,15,5,8.0,3.0,0.0,9.0,7.0,0.73,0.21,0.94,2.69,537,188.0,268.0,27.0,60.0,3.0,15.0,20.0,0,2.0,0.0,9.0,64.0,9.0,2.0,11.0,1.0,57.0,37.0,54.0,20.0,57.0,7.0,64.0,1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,2022-11-26T16:00:00.000Z,Ras Abu Aboud Stadium,Szymon Marciniak,"42,860",FIFA World Cup Round 2,2,48.0,2.42,21,7,4.0,3.0,421,86.0,4,6,6.0,8.0,0.0,16.0,5.0,1.93,0.5,2.42,1.5,491,220.0,201.0,33.0,56.0,9.0,45.0,22.0,1,1.0,0.0,12.0,60.0,10.0,2.0,14.0,1.0,48.0,39.0,58.0,9.0,39.0,10.0,56.0,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,2022-11-26T16:00:00.000Z,Ras Abu Aboud Stadium,Szymon Marciniak,"42,860",FIFA World Cup Round 2,21,52.0,0.64,10,2,1.0,0.0,456,86.0,9,4,6.0,2.0,1.0,5.0,5.0,0.31,0.33,0.64,0.37,528,239.0,217.0,33.0,61.0,4.0,25.0,22.0,1,2.0,0.0,12.0,63.0,5.0,8.0,19.0,4.0,42.0,28.0,42.0,14.0,61.0,5.0,33.0,1778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-11-26T19:00:00.000Z,Lusail Iconic Stadium,Daniele Orsato,"88,966",FIFA World Cup Round 2,14,42.0,0.27,4,1,0.0,0.0,284,77.0,19,2,2.0,1.0,0.0,1.0,3.0,0.04,0.23,0.27,0.3,370,164.0,120.0,17.0,36.0,3.0,20.0,19.0,4,4.0,0.0,11.0,61.0,13.0,0.0,16.0,0.0,48.0,34.0,45.0,14.0,48.0,2.0,25.0,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2022-11-26T19:00:00.000Z,Lusail Iconic Stadium,Daniele Orsato,"88,966",FIFA World Cup Round 2,1,58.0,0.32,5,2,0.0,0.0,446,84.0,15,4,3.0,0.0,0.0,2.0,3.0,0.11,0.21,0.32,0.8,528,229.0,217.0,9.0,28.0,2.0,15.0,21.0,2,1.0,0.0,5.0,36.0,7.0,1.0,16.0,1.0,57.0,42.0,55.0,15.0,52.0,10.0,53.0,1779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,2022-11-27T10:00:00.000Z,Ahmed bin Ali Stadium,Michael Oliver,"41,479",FIFA World Cup Round 2,52,43.0,0.11,4,1,0.0,0.0,353,80.0,9,0,2.0,1.0,0.0,1.0,3.0,0.09,0.01,0.11,0.58,443,260.0,93.0,25.0,36.0,0.0,0.0,15.0,2,3.0,0.0,10.0,40.0,9.0,6.0,19.0,3.0,66.0,53.0,59.0,13.0,52.0,7.0,64.0,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,2022-11-27T10:00:00.000Z,Ahmed bin Ali Stadium,Michael Oliver,"41,479",FIFA World Cup Round 2,18,57.0,0.88,13,3,0.0,0.0,505,87.0,22,5,3.0,7.0,0.0,6.0,7.0,0.47,0.41,0.88,0.44,582,201.0,304.0,19.0,42.0,1.0,7.0,19.0,0,3.0,0.0,8.0,47.0,4.0,1.0,7.0,0.0,49.0,37.0,41.0,12.0,48.0,11.0,52.0,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,2022-11-27T13:00:00.000Z,Al Thumama Stadium,César Arturo Ramos Palazuelos,"43,738",FIFA World Cup Round 2,3,67.0,0.96,10,3,2.0,2.0,577,88.0,10,9,5.0,2.0,0.0,5.0,5.0,0.42,0.54,0.96,0.29,652,373.0,204.0,22.0,63.0,3.0,14.0,18.0,3,1.0,0.0,9.0,60.0,7.0,0.0,5.0,2.0,50.0,35.0,48.0,15.0,58.0,6.0,32.0,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,2022-11-27T13:00:00.000Z,Al Thumama Stadium,César Arturo Ramos Palazuelos,"43,738",FIFA World Cup Round 2,13,33.0,1.48,10,4,1.0,0.0,274,84.0,14,1,6.0,0.0,0.0,6.0,4.0,0.68,0.8,1.48,1.67,328,188.0,86.0,26.0,52.0,3.0,38.0,8.0,3,1.0,0.0,14.0,64.0,9.0,2.0,21.0,3.0,49.0,38.0,52.0,11.0,42.0,7.0,50.0,1781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2022-11-27T16:00:00.000Z,Khalifa International Stadium,Andrés Matonte,"44,374",FIFA World Cup Round 2,10,48.0,2.62,13,10,6.0,4.0,372,84.0,13,5,3.0,0.0,0.0,9.0,4.0,2.62,0.0,2.62,4.12,443,182.0,190.0,25.0,56.0,5.0,24.0,32.0,1,2.0,0.0,14.0,56.0,10.0,3.0,19.0,1.0,42.0,36.0,47.0,6.0,32.0,6.0,43.0,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,2022-11-27T16:00:00.000Z,Khalifa International Stadium,Andrés Matonte,"44,374",FIFA World Cup Round 2,49,52.0,0.45,8,2,1.0,0.0,399,84.0,5,2,3.0,3.0,0.0,1.0,7.0,0.39,0.06,0.45,0.42,473,209.0,190.0,28.0,54.0,4.0,25.0,25.0,3,2.0,0.0,11.0,73.0,6.0,0.0,28.0,6.0,54.0,41.0,53.0,13.0,68.0,13.0,50.0,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,2022-11-27T19:00:00.000Z,Al Bayt Stadium,Danny Desmond Makkelie,"68,895",FIFA World Cup Round 2,8,64.0,0.62,7,3,1.0,0.0,542,85.0,13,6,2.0,2.0,1.0,3.0,4.0,0.58,0.04,0.62,1.32,634,360.0,182.0,40.0,69.0,1.0,17.0,23.0,2,1.0,0.0,11.0,65.0,8.0,3.0,13.0,3.0,43.0,34.0,40.0,9.0,60.0,6.0,30.0,1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,2022-11-27T19:00:00.000Z,Al Bayt Stadium,Danny Desmond Makkelie,"68,895",FIFA World Cup Round 2,16,36.0,1.29,11,4,2.0,1.0,271,79.0,11,5,4.0,3.0,0.0,8.0,3.0,1.19,0.1,1.29,1.76,344,176.0,95.0,21.0,47.0,2.0,18.0,15.0,5,3.0,0.0,15.0,52.0,13.0,2.0,11.0,2.0,58.0,52.0,60.0,6.0,40.0,11.0,69.0,1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,2022-11-28T10:00:00.000Z,Al Janoub Stadium,Mohamed Abdulla Hassan Mohd,"39,789",FIFA World Cup Round 2,51,41.0,2.29,13,8,3.0,0.0,244,72.0,8,4,2.0,3.0,0.0,9.0,4.0,1.17,1.12,2.29,3.22,340,127.0,117.0,29.0,42.0,1.0,5.0,24.0,0,2.0,0.0,2.0,25.0,19.0,2.0,22.0,2.0,46.0,31.0,52.0,15.0,54.0,10.0,53.0,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,2022-11-28T10:00:00.000Z,Al Janoub Stadium,Mohamed Abdulla Hassan Mohd,"39,789",FIFA World Cup Round 2,33,59.0,1.88,15,5,4.0,2.0,409,81.0,13,3,8.0,2.0,1.0,10.0,5.0,1.7,0.18,1.88,2.59,503,205.0,204.0,13.0,32.0,4.0,19.0,20.0,4,2.0,0.0,7.0,44.0,5.0,2.0,15.0,5.0,42.0,29.0,48.0,13.0,46.0,5.0,71.0,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,2022-11-28T13:00:00.000Z,Education City Stadium,Anthony Taylor,"43,983",FIFA World Cup Round 2,23,63.0,1.8,22,7,3.0,1.0,455,86.0,13,12,5.0,10.0,0.0,16.0,6.0,1.44,0.36,1.8,1.84,528,188.0,267.0,39.0,61.0,17.0,37.0,23.0,1,2.0,0.0,8.0,53.0,2.0,0.0,19.0,0.0,47.0,25.0,42.0,22.0,55.0,1.0,11.0,1785,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,2022-11-28T13:00:00.000Z,Education City Stadium,Anthony Taylor,"43,983",FIFA World Cup Round 2,68,37.0,1.68,7,3,2.0,0.0,254,79.0,9,5,4.0,0.0,0.0,6.0,1.0,0.74,0.95,1.68,1.69,320,147.0,107.0,16.0,31.0,4.0,27.0,13.0,1,2.0,0.0,12.0,71.0,6.0,10.0,47.0,4.0,53.0,35.0,58.0,18.0,45.0,5.0,42.0,1785,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,2022-11-28T16:00:00.000Z,Ras Abu Aboud Stadium,Ivan Arcides Barton Cisneros,"43,649",FIFA World Cup Round 2,19,46.0,0.3,6,0,0.0,0.0,404,84.0,17,3,2.0,4.0,0.0,4.0,2.0,0.24,0.06,0.3,0.0,482,275.0,129.0,23.0,48.0,2.0,22.0,18.0,1,1.0,0.0,11.0,61.0,4.0,5.0,27.0,4.0,36.0,31.0,42.0,5.0,38.0,3.0,33.0,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
